,headlines,text
2706,Bengaluru hotel denies room to Hindu-Muslim couple,"A hotel in Bengaluru denied a room to an interfaith married couple on Tuesday stating that they don't give rooms to Muslims and Hindus who are together. The receptionist was quoted saying that he hails from a place where Hindus don't marry Muslims. He further said it is possible that interfaith couples just ""go into the room and hang themselves""."
2707,Gayle returns to WI squad after 15 months for India T20I,"Windies' highest run scorer in T20Is, Chris Gayle has been included in the 13-man squad for the one-off T20I against India, marking his return to the international circuit after a 15-month gap. Gayle's last international match was the World T20 final against England in April 2016. The T20I match between India and Windies will be held on July 9."
2708,No compromise possible: China on border standoff with India,"Chinese ambassador to India Luo Zhaohui on Tuesday said that India-China military standoff in the Sikkim section is ""grave"". There is ""no scope for a compromise"" in the region, Zhaohui asserted. He added that withdrawal of Indian troops from the area is a ""pre-condition for any meaningful dialogue between China and India"" to achieve a peaceful resolution to the conflict."
2709,Time to teach India a bitter lesson: Chinese media,"Amid the India-China standoff in Sikkim, Chinese state media on Tuesday said, ""[W]e must teach New Delhi a bitter lesson."" It said, ""India will suffer greater losses than in 1962 if it incites military conflicts"", and the Indian military will be ""kicked out of the area by Chinese soldiers"". It added that India is acting ""shamelessly"" before the international community. "
2710,Only 16% infiltration bids succeeded in J&K,"Only 16% of the 115 militants who tried to cross the Line of Control this year to enter Jammu and Kashmir succeeded till May 31, according to Home Ministry officials. Reportedly, 119 terrorists managed to enter the country last year. This comes after the Home Ministry said 88 Kashmiri youths joined militancy in 2016, the highest in last six years."
2711,"Man googles how to kill self, jumps off Mumbai Sea Link","A 24-year-old businessman allegedly committed suicide by jumping off the Bandra-Worli Sea Link in Mumbai at 3 AM on Sunday. A police officer said Pawanjeet Singh Kohli had been depressed since he heard the news of his former girlfriend's engagement and had googled the fastest way to kill himself. However, police officers have filed an accidental death report. "
2712,Snapdeal rejects $850 mn buyout offer from Flipkart: Reports,"Snapdeal's board has rejected a takeover offer of $800-850 million (around ?5,500 crore) from larger e-commerce rival Flipkart, according to multiple reports. Snapdeal's board felt the proposed takeover amount undervalues the company, reports added. While this offer has been rejected, talks are still said to be on between Snapdeal and Flipkart for a possible deal."
2713,Show price changes after GST via stickers till Sep 30: Govt,"The government has allowed the use of stickers with revised rates for pre-packaged items, along with the printed MRP till September 30. The clarification came as several businesses were left with unsold stock as they carried pre-GST rates. However, the printed MRP will have to include the GST rate and no stickers would be allowed after September 30."
2714,I felt angry after watching Lipstick Under My Burkha: Ekta,"Film-television producer Ekta Kapoor has said that she felt angry after watching the film Lipstick Under My Burkha. She added, ""I saw the film and realised we really live in a world where as women we are not allowed to do or say anything."" Notably, the film will be distributed by Ekta Kapoor's ALT Balaji and Balaji Motion Pictures."
2715,CBI asks court to sentence Abu Salem to life for 1993 blasts,"The CBI on Tuesday asked a Terrorist and Disruptive Activities (Prevention) Act (TADA) court in Mumbai that Abu Salem, a convict in the 1993 Mumbai serial blasts case, be sentenced to life in prison. Abu Salem along with Mustafa Dossa, Firoz Abdul Rashid Khan, Tahir Merchant, Karimullah Khan, and Riyaz Siddique were found guilty in the case on June 16. "
2716,Rajasthan ATS detains suspected ISIS operator from Chennai,"A joint team of Rajasthan ATS and Chennai Police on Tuesday detained a suspected ISIS operator from Burma Bazaar locality in Chennai, Tamil Nadu. The 30-year-old is suspected of collecting and sending funds and recruiting youth for the terror group. The ATS is scanning the detained man's bank accounts to check the money flow and his terror links."
2717,Telangana cop seen misbehaving with differently abled man,"A Telangana police sub-inspector has been caught on camera assaulting a physically challenged person who had accompanied his brother to the Siddipet police station. The CCTV footage shows that the accused dragged the victim by his hair, beat him up and pushed him to the ground, following which he had to crawl into the police station."
2718,"Didn't see much communication between Kohli, Kumble: Manager","Kapil Malhotra, manager of Team India during the Champions Trophy, has written in his report that he did not see much communication between then coach Anil Kumble and captain Virat Kohli. He said Kohli was ""very positive, always approachable, even when the team had a bad day on the field"". Kapil added he found Kumble to be ""slightly reserved"" initially."
2719,Smart headlights to help drivers see through rain developed,"Researchers have developed technology for smart car headlights that let drivers see through heavy rain or snow. The system tracks motion of raindrops and then applies an algorithm to predict where those particles will be a few moments later. It then deactivates light beams that would reflect off the particles in their predicted positions, preventing glare that would distract drivers."
2720,Video shows BJP leader kissing woman in moving bus,"A video of Maharashtra BJP leader Ravindra Bawanthade kissing a woman in a moving bus has surfaced, following which the woman has filed a rape case against the man. The woman told the police that Bawanthade had promised that he will marry her and also get her a job. Ever since the video went viral, the politician has been absconding."
2721,China deploys submarine in Indian Ocean amid standoff,"China has deployed a Yuan class-conventional diesel-electric submarine in the Indian Ocean region, its seventh submarine to be deployed in the region. According to the Indian Navy, Chinese warships and submarines in the region appeared in 2013-14. Moreover, it also has its Haiwngxing spy ship deployed which picks up electronic signals that can be returned to Beijing for analysis."
2722,"Beer a health drink, govt promoting its sale: AP Minister","Andhra Pradesh Excise Minister KS Jawahar termed beer a 'health drink' while speaking at a TV talk show. ""Beer is a health drink and that's why his government is promoting its sale in the state"", he said. The state is planning to open round-the-clock 'beer parlours' in the state to attract foreign tourists."
